Julian Date,Snow Depth (m),Air Temp (°C),Ground temp (°C),Wind velocity (m/s),hflux1_W_m2,hflux2_W_m2
323.625,0.354,-10.0244,-0.481293,0.21975,3.53232,4.08575
323.667,0.357,-10.0457,-0.48587,0.121875,4.6384,4.10989
323.708,0.361,-10.1949,-0.48587,0.145125,4.60272,4.14207
323.75,0.361,-10.1098,-0.48587,0.204,4.2816,4.12095
323.792,0.363,-11.6627,-0.48587,0.26775,4.24592,4.15313
323.833,0.361,-12.298,-0.48587,0.5775,3.49664,4.17425
323.875,0.361,-13.184,-0.48587,1.30312,3.85344,4.16318
323.917,0.36,-13.9598,-0.481293,1.76175,4.6384,4.17324
323.958,0.362,-13.3633,-0.48587,1.29037,4.24592,4.14307
324,0.362,-12.3169,-0.48587,0.518625,4.60272,4.17324
324.042,0.358,-11.0451,-0.48587,0.19125,3.88912,4.17525
324.083,0.328,-9.87378,-0.481293,0.16425,4.60272,4.18531
324.125,0.326,-9.7872,-0.48587,0.160125,4.2816,4.16318
324.167,0.332,-9.95996,-0.48587,0.130125,4.6384,4.1843
324.208,0.341,-11.0248,-0.48587,0.07875,4.9952,4.14207
324.25,0.337,-11.5053,-0.48587,0.03225,4.2816,4.16419
324.292,0.332,-12.9483,-0.48587,0.01725,4.24592,4.15313
324.333,0.326,-14.3862,-0.481293,0.03675,4.21024,4.17324
324.375,0.333,-16.1654,-0.48587,0.070125,4.67408,4.15413
324.417,0.331,-17.5162,-0.481293,0.079125,3.49664,4.16218
324.458,0.329,-17.8937,-0.48587,0.057375,4.24592,4.14307
324.5,0.328,-17.5726,-0.481293,0.042,4.6384,4.16318
324.542,0.309,-17.3742,-0.48587,0.045375,4.60272,4.18531
324.583,,-16.498,-0.48587,0.067125,4.2816,4.23156
324.625,0.314,-15.4812,-0.48587,0.130125,4.24592,4.31503
324.667,,-15.9042,-0.48587,0.219375,4.6384,4.32911
324.708,,-16.1043,-0.48587,0.310875,3.85344,4.37034
324.75,0.296,-15.9042,-0.48587,0.49575,5.03088,4.43872
324.792,,-12.5236,-0.48587,0.81675,5.42336,4.53526
324.833,0.321,-12.4861,-0.481293,1.05338,4.6384,4.55637
324.875,,-14.2339,-0.48587,1.07662,5.03088,4.60062
324.917,0.321,-13.4523,-0.481293,1.10738,5.81584,4.66598
324.958,0.32,-12.3735,-0.51358,1.236,5.42336,4.70822
325,0.318,-11.3066,-0.51358,1.27875,5.45904,4.74241
325.042,0.315,-11.5645,-0.51358,1.25362,6.17264,4.76252
325.083,0.316,-11.2065,-0.51358,1.34212,6.17264,4.78565
325.125,0.313,-11.3266,-0.51358,1.48012,6.56512,4.83895
325.167,0.305,-12.4111,-0.51358,1.69575,5.81584,4.80677
325.208,0.307,-15.2899,-0.54126,2.52075,6.17264,4.82789
325.25,0.303,-17.6989,-0.54126,3.90975,6.52944,4.82688
325.292,0.313,-19.045,-0.51358,4.692,6.20832,4.81984
325.333,0.317,-18.9149,-0.545868,4.25962,6.52944,4.89224
325.375,0.317,-18.954,-0.545868,3.2415,5.81584,4.87314
325.417,0.322,-17.4027,-0.545868,2.35125,5.42336,4.90532
325.458,0.324,-14.8684,-0.545868,1.878,5.45904,4.92845
325.5,0.326,-12.2791,-0.545868,1.88625,6.52944,4.9928
325.542,0.322,-11.2466,-0.54126,2.20312,6.6008,5.01392
325.583,0.322,-11.0451,-0.54126,2.412,5.81584,5.00185
325.625,0.323,-11.0451,-0.54126,2.44537,6.9576,5.01493
325.667,0.313,-11.1864,-0.573456,2.59087,6.9576,5.03504
325.708,0.327,-11.3465,-0.573456,2.68725,6.17264,5.01392
325.75,0.303,-11.2866,-0.573456,2.4,6.17264,5.01392
325.792,0.332,-11.2866,-0.573456,1.78163,6.17264,5.01392
325.833,0.338,-11.5053,-0.573456,1.09987,6.56512,5.0109
325.875,0.334,-11.2866,-0.573456,0.646875,6.56512,4.9375
325.917,0.305,-11.3465,-0.573456,0.510375,6.9576,4.90431
325.958,0.356,-11.7993,-0.573456,0.51675,6.92192,4.87113
326,0.358,-12.5609,-0.545868,0.487125,6.20832,4.81682
326.042,0.36,-12.4861,-0.568848,0.403875,6.52944,4.75146
326.083,0.349,-12.6724,-0.573456,0.3405,6.6008,4.76252
326.125,0.348,-12.9118,-0.54126,0.3135,6.17264,4.69716
326.167,0.343,-12.9847,-0.54126,0.311625,6.56512,4.68509
326.208,0.332,-14.0631,-0.545868,0.32925,6.17264,4.63179
326.25,0.33,-15.6861,-0.545868,0.318,6.9576,4.60967
326.292,,-16.2567,-0.51358,0.277125,6.17264,4.57749
326.333,,-18.6916,-0.54126,0.2805,6.56512,4.57749
326.375,,-19.656,-0.51358,0.363,5.81584,4.54531
326.417,,-19.2125,-0.51358,0.5025,6.56512,4.60062
326.458,0.358,-17.1592,-0.51358,0.60225,6.56512,4.6328
326.5,0.365,-15.4812,-0.51358,0.550875,6.13696,4.64286
326.542,0.373,-13.8213,-0.51358,0.39975,5.85152,4.66498
326.583,0.375,-11.8963,-0.51358,0.27375,6.56512,4.68811
326.625,0.356,-11.7409,-0.51358,0.189375,6.17264,4.74241
326.667,0.368,-11.6823,-0.51358,0.116625,6.52944,4.76152
326.708,0.34,-11.3864,-0.51358,0.064875,6.244,4.75247
326.75,0.376,-11.0451,-0.51358,0.048375,6.17264,4.69716
326.792,0.37,-11.3465,-0.51358,0.046125,6.56512,4.64084
326.833,0.369,-11.4855,-0.51358,0.044625,6.9576,4.57749
326.875,0.379,-11.446,-0.51358,0.05625,5.81584,4.53324
326.917,0.381,-11.4261,-0.51358,0.062625,6.52944,4.45581
326.958,0.37,-11.6823,-0.51358,0.042375,5.03088,4.33816
327,0.371,-11.7213,-0.51358,0.01725,6.20832,4.31503
327.042,0.376,-11.446,-0.51358,0.00525,5.81584,4.2919
327.083,0.377,-11.126,-0.51358,0.001125,5.74448,4.20743
327.125,0.367,-11.2466,-0.51358,0,6.17264,4.18531
327.167,0.373,-11.2866,-0.51358,0,5.06656,4.16218
327.208,0.371,-10.9639,-0.51358,0,6.17264,4.11994
327.25,0.37,-10.6974,-0.51358,0,5.74448,4.03044
327.292,0.372,-10.4269,-0.51358,0,4.67408,4.0224
327.333,0.37,-10.1949,-0.51358,0,4.9952,3.98821
327.375,0.367,-10.2796,-0.51358,0.00075,5.42336,3.96709
327.417,0.366,-9.80887,-0.51358,0.003,5.06656,3.97715
327.458,0.365,-9.50293,-0.51358,0.004875,5.38768,3.91279
327.5,0.367,-9.41461,-0.51358,0.0045,4.60272,3.89972
327.542,0.366,-9.50293,-0.48587,0.003,3.88912,3.8253
327.583,0.362,-9.25897,-0.51358,0.0015,4.6384,3.81525
327.625,0.361,-9.16943,-0.481293,0.000375,3.85344,3.78106
327.667,0.349,-9.59085,-0.481293,0.003375,4.6384,3.70463
327.708,0.354,-9.76547,-0.48587,0.016875,4.6384,3.70664
327.75,0.37,-9.61279,-0.48587,0.0375,4.6384,3.66139
327.792,0.369,-9.32581,-0.48587,0.05025,4.6384,3.61714
327.833,0.369,-9.05692,-0.481293,0.050625,4.6384,3.56284
327.875,0.37,-9.2366,-0.48587,0.051375,4.6384,3.53066
327.917,0.373,-9.16943,-0.481293,0.054,4.6384,3.47636
327.958,0.372,-9.34805,-0.481293,0.0495,4.24592,3.44418
328,0.372,-9.4809,-0.481293,0.051375,3.85344,3.40999
328.042,0.372,-10.0244,-0.48587,0.06825,4.6384,3.38887
328.083,0.372,-11.0856,-0.48587,0.076125,4.6384,3.39088
328.125,0.37,-11.1461,-0.48587,0.0645,4.24592,3.38988
328.167,0.369,-10.6767,-0.48587,0.048375,3.85344,3.37882
328.208,0.368,-10.9027,-0.45816,0.03225,3.85344,3.41301
328.25,0.369,-11.2065,-0.45816,0.015,4.6384,3.44317
328.292,0.367,-11.8382,-0.48587,0.0045,4.21024,3.42206
328.333,0.367,-12.298,-0.453552,0.0045,4.2816,3.47938
328.375,0.366,-12.1269,-0.453552,0.019125,4.6384,3.52061
328.417,0.363,-11.8963,-0.453552,0.058125,4.24592,3.52061
328.458,0.362,-11.3066,-0.453552,0.12675,4.24592,3.56485
328.5,0.36,-11.3665,-0.453552,0.217875,3.81776,3.63022
328.542,0.359,-10.9231,-0.453552,0.3285,3.88912,3.64027
328.583,0.359,-11.0248,-0.453552,0.520125,4.24592,3.69558
328.625,0.357,-11.7799,-0.45816,0.76125,4.24592,3.7167
328.667,0.357,-12.3923,-0.453552,0.80025,4.24592,3.73983
328.708,0.356,-13.3633,-0.48587,0.5865,3.49664,3.78206
328.75,0.355,-14.5205,-0.481293,0.408,4.24592,3.83737
328.792,0.353,-16.2416,-0.48587,0.396375,3.49664,3.89368
328.833,0.353,-16.8096,-0.481293,0.397125,3.85344,3.96709
328.875,0.346,-17.5726,-0.48587,0.282375,3.10416,4.01335
328.917,0.329,-18.5055,-0.48587,0.116625,4.24592,4.12095
328.958,0.332,-19.7059,-0.48587,0.020625,4.67408,4.19838
329,0.331,-20.782,-0.48587,0,4.9952,4.30497
329.042,0.332,-21.0265,-0.48587,0,4.6384,4.38542
329.083,0.331,-21.1646,-0.490509,0,4.6384,4.50308
329.125,0.333,-22.0801,-0.518219,0,4.6384,4.63481
329.167,0.332,-22.5307,-0.522827,0,5.42336,4.73336
329.208,0.334,-21.8722,-0.522827,0,4.67408,4.88621
329.25,0.334,-22.0801,-0.522827,0,5.38768,5.05113
329.292,0.333,-22.6783,-0.522827,0,4.6384,5.20297
329.333,0.332,-22.4989,-0.550446,0,5.03088,5.35583
329.375,0.333,-20.9105,-0.582642,0,5.06656,5.55192
329.417,0.333,-21.2789,-0.582642,0,4.9952,5.68265
329.458,0.334,-20.8755,-0.582642,0,5.03088,5.81337
329.5,0.338,-18.7576,-0.610229,0,5.03088,5.9441
329.542,0.339,-16.1043,-0.610229,0,5.03088,6.06377
329.583,0.341,-14.6538,-0.637726,0,5.85152,6.19349
329.625,0.344,-14.1145,-0.633148,0,6.17264,6.31517
329.667,0.345,-14.2848,-0.660645,0,5.81584,6.37651
329.708,0.344,-15.0804,-0.660645,0,6.56512,6.465
329.75,0.344,-14.9012,-0.660645,0,6.13696,6.49819
329.792,0.34,-15.6548,-0.68811,0,5.03088,6.5716
329.833,0.344,-18.1137,-0.68811,0,5.85152,6.57361
329.875,0.343,-20.1493,-0.68811,0.010875,5.81584,6.60478
329.917,0.343,-21.3017,-0.692627,0.0645,6.56512,6.61584
329.958,0.341,-22.5625,-0.692627,0.17325,6.17264,6.62791
330,0.342,-23.3878,-0.697205,0.312,5.81584,6.60579
330.042,0.344,-24.1846,-0.697205,0.428625,4.9952,6.67417
330.083,0.342,-24.8257,-0.697205,0.426,5.06656,6.73752
330.125,0.344,-24.9639,-0.697205,0.319875,6.56512,6.8049
330.167,0.344,-25.4166,-0.729187,0.261,6.9576,6.84814
330.208,0.344,-26.125,-0.729187,0.232875,6.9576,6.94568
330.25,0.343,-26.2359,-0.729187,0.14775,6.9576,7.07942
330.292,0.342,-26.4305,-0.729187,0.071625,6.9576,7.19004
330.333,0.343,-26.7387,-0.756531,0.042,6.9576,7.33082
330.375,0.343,-26.8703,-0.756531,0.019875,7.35008,7.46155
330.417,0.342,-26.7552,-0.756531,0.00375,6.9576,7.62245
330.458,0.342,-25.8661,-0.756531,0,6.9576,7.76323
330.5,0.344,-24.8811,-0.788391,0,6.9576,7.87385
330.542,0.341,-23.3273,-0.815674,0,6.9576,8.02469
330.583,0.34,-21.1302,-0.815674,0,6.9576,8.15542
330.625,0.342,-18.7576,-0.815674,0,7.35008,8.28614
330.667,0.343,-17.8799,-0.842896,0,7.35008,8.37665
330.708,0.344,-18.5855,-0.842896,0.001875,6.99328,8.43698
330.75,0.344,-18.718,-0.870087,0.00825,8.52752,8.52749
330.792,0.343,-18.6519,-0.870087,0.017625,8.84864,8.5476
330.833,0.301,-17.6148,-0.870087,0.05775,7.81392,8.5476
330.875,0.342,-16.7654,-0.901794,0.22275,7.6712,8.53754
330.917,0.347,-15.2579,-0.897247,0.523875,7.77824,8.51743
330.958,0.351,-14.2169,-0.897247,0.7725,7.70688,8.48726
331,0.344,-13.3097,-0.8927,0.903375,8.5632,8.47721
331.042,0.343,-12.691,-0.8927,1.17975,8.13504,8.3867
331.083,0.332,-12.1078,-0.8927,1.7895,8.49184,8.30626
331.125,,-11.2266,-0.8927,2.53013,8.09936,8.18558
331.167,0.365,-10.5105,-0.8927,3.09113,8.13504,8.09508
331.208,0.366,-9.07947,-0.8927,3.38962,8.92,7.98446
331.25,0.364,-8.29663,-0.8927,3.43012,8.49184,7.87385
331.292,0.364,-8.46054,-0.86557,3.225,8.45616,7.76323
331.333,0.383,-7.504,-0.86557,3.0105,8.92,7.6325
331.375,0.373,-6.49585,-0.833832,3.08588,9.2768,7.43138
331.417,0.405,-5.43057,-0.833832,3.43838,8.49184,7.32077
331.458,0.407,-6.10342,-0.860992,3.72412,8.84864,7.16993
331.5,0.398,-4.81805,-0.833832,3.64987,8.13504,6.99395
331.542,0.422,-3.65112,-0.802032,3.3465,6.99328,6.83205
331.583,0.417,-3.68118,-0.829285,3.09412,7.3144,6.68825
331.625,0.422,-2.51068,-0.770203,2.97337,6.9576,6.50221
331.667,0.426,-2.48193,-0.770203,3.0675,6.9576,6.37249
331.708,0.427,-2.44351,-0.770203,3.375,6.9576,6.20757
331.75,0.419,-1.57184,-0.710907,3.63975,6.9576,6.04567
331.792,,-1.67215,-0.738312,3.8175,6.9576,5.89282
331.833,,-3.77109,-0.710907,4.13287,6.9576,5.74097
331.875,,-5.86395,-0.683502,4.54988,6.9576,5.59818
331.917,0.392,-8.01227,-0.683502,4.79062,7.35008,5.43527
331.958,,-9.56891,-0.683502,4.64663,6.9576,5.29348
332,0.396,-10.8413,-0.656067,4.16813,6.9576,5.14063
332.042,0.392,-12.7279,-0.628601,3.69638,6.9576,5.0109
332.083,0.401,-12.6353,-0.628601,3.474,6.9576,4.88118
332.125,0.4,-13.8213,-0.601013,3.43875,6.9576,4.78364
332.167,0.416,-15.0804,-0.601013,3.36487,6.56512,4.69515
332.208,0.405,-15.8111,-0.573456,3.03638,6.56512,4.57649
332.25,0.352,-16.9123,-0.568848,2.57888,5.81584,4.53324
332.292,0.399,-17.866,-0.573456,2.35425,5.38768,4.51112
332.333,0.358,-18.304,-0.568848,2.439,5.06656,4.42565
332.375,0.353,-18.2904,-0.54126,2.64262,5.38768,4.41257
332.417,0.37,-17.6148,-0.54126,2.78813,4.6384,4.42464
332.458,0.372,-16.2871,-0.54126,2.75212,4.24592,4.41559
332.5,,-15.2579,-0.51358,2.62575,4.21024,4.41257
332.542,0.363,-15.306,-0.51358,2.67637,4.2816,4.41559
332.583,0.412,-13.6113,-0.51358,2.9505,4.24592,4.47995
332.625,0.411,-13.3633,-0.51358,3.29737,3.85344,4.46889
332.667,0.415,-13.5055,-0.51358,3.56775,4.6384,4.48095
332.708,0.414,-13.256,-0.51358,3.71963,4.6384,4.51213
332.75,0.414,-12.2791,-0.51358,3.954,4.24592,4.50006
332.792,0.415,-11.7018,-0.51358,4.35975,4.6384,4.49201
332.833,0.415,-11.1461,-0.48587,4.73212,5.03088,4.51213
332.875,0.415,-10.2373,-0.51358,4.94625,4.60272,4.51213
332.917,0.416,-8.48386,-0.51358,4.87988,4.2816,4.47894
332.958,0.415,-7.33145,-0.51358,4.34737,5.03088,4.4357
333,0.414,-6.80402,-0.51358,3.50962,5.03088,4.42363
333.042,0.413,-6.59915,-0.51358,2.82975,4.6384,4.37034
333.083,0.412,-5.83716,-0.51358,2.59875,4.6384,4.35928
333.125,0.41,-4.95905,-0.509003,2.76562,4.6384,4.32609
333.167,0.405,-4.44662,-0.509003,3.14887,4.6384,4.31603
333.208,0.372,-4.38879,-0.509003,3.60112,4.6384,4.25972
333.25,0.372,-4.2435,-0.509003,3.90112,4.6384,4.2386
333.292,0.378,-4.733,-0.509003,3.83737,4.6384,4.1843
333.333,0.374,-3.97922,-0.509003,3.49875,4.6384,4.11693
333.375,0.377,-2.88068,-0.509003,3.22575,4.6384,4.03044
333.417,0.374,-2.56488,-0.509003,3.22388,4.6384,3.9872
333.458,0.379,-2.41147,-0.476685,3.30563,4.6384,3.89972
333.5,0.342,-1.74869,-0.504364,3.24975,4.6384,3.82329
333.542,0.389,-0.903412,-0.476685,3.192,4.6384,3.74787
333.583,0.415,-0.546204,-0.509003,3.31687,5.03088,3.69256
333.625,0.414,-0.493164,-0.504364,3.54487,5.03088,3.61513
333.667,0.418,-0.528564,-0.476685,3.67912,4.6384,3.53066
333.708,0.416,-0.687103,-0.476685,3.61687,4.60272,3.46329
333.75,0.415,-1.32217,-0.448914,3.43387,4.2816,3.36574
333.792,0.414,-1.57852,-0.444305,3.32288,3.85344,3.28831
333.833,0.413,-1.50467,-0.416504,3.396,4.6384,3.20384
333.875,0.413,-1.8877,-0.448914,3.52012,3.49664,3.14652
333.917,0.411,-2.40503,-0.421112,3.47925,3.81776,3.00574
333.958,0.411,-2.2406,-0.416504,3.46125,3.53232,2.91926
334,0.411,-2.17902,-0.388672,3.7995,3.42528,2.83076
334.042,0.41,-2.10413,-0.388672,4.1355,2.71168,2.74629
334.083,0.409,-2.09436,-0.388672,4.03537,2.71168,2.72316
334.125,0.408,-2.18872,-0.388672,3.813,2.71168,2.64674
334.167,0.408,-2.23737,-0.360779,3.7335,2.74736,2.55925
334.208,0.407,-2.31494,-0.388672,3.66975,2.676,2.49288
334.25,0.406,-2.45953,-0.388672,3.66375,2.3192,2.38528
334.292,0.405,-2.76129,-0.360779,3.75975,2.3192,2.33098
334.333,0.405,-3.22522,-0.360779,3.73575,2.3192,2.27668
334.375,0.414,-3.37842,-0.332886,3.55463,2.3192,2.20025
334.417,0.417,-3.5304,-0.360779,3.35663,2.3192,2.14595
334.458,0.411,-3.68118,-0.332886,3.00562,2.3192,2.0474
334.5,0.402,-4.00876,-0.332886,2.51888,2.71168,2.00416
334.542,0.438,-4.12653,-0.300232,2.25863,2.3192,1.96193
334.583,0.502,-4.27264,-0.300232,2.29163,2.3192,1.90561
334.625,0.575,-4.44662,-0.300232,2.4525,2.3192,1.85131
334.667,0.528,-4.47543,-0.300232,2.6295,2.3192,1.81913
334.708,0.557,-4.56168,-0.300232,2.625,2.3192,1.76483
334.75,,-4.41772,-0.272278,2.3355,2.71168,1.76483
334.792,0.638,-4.15585,-0.272278,1.89937,2.3192,1.73164
334.833,0.634,-3.34787,-0.272278,1.5195,2.3192,1.69946
334.875,0.623,-2.2988,-0.272278,1.27163,1.92672,1.65522
334.917,0.616,-2.02243,-0.244202,1.03013,2.3192,1.6341
334.958,0.611,-2.0976,-0.272278,0.746625,2.3192,1.63309
335,0.615,-2.27942,-0.272278,0.570375,2.3192,1.5798
335.042,0.605,-2.14972,-0.272278,0.512625,2.3192,1.56773
335.083,0.606,-1.79846,-0.239532,0.418125,2.3192,1.5255
335.125,0.583,-1.82495,-0.272278,0.25125,2.28352,1.50337
335.167,0.609,-2.26324,-0.267609,0.105375,1.92672,1.50337
335.208,0.621,-2.58398,-0.244202,0.036,1.9624,1.50337
335.25,0.617,-2.11389,-0.244202,0.026625,2.3192,1.48125
335.292,0.611,-2.58398,-0.272278,0.038625,1.92672,1.46013
335.333,0.609,-2.82736,-0.272278,0.042375,2.3192,1.43801
335.375,0.608,-2.86505,-0.239532,0.036,2.3192,1.43801
335.417,0.613,-3.46976,-0.244202,0.035625,2.3192,1.40583
335.458,0.611,-4.18509,-0.239532,0.0495,1.53424,1.39376
335.5,0.609,-5.1268,-0.239532,0.070125,2.28352,1.36259
335.542,0.61,-5.2655,-0.239532,0.082125,1.56992,1.36058
335.583,0.611,-5.21014,-0.244202,0.08325,2.3192,1.31834
335.625,0.609,-4.98709,-0.244202,0.081375,1.89104,1.30728
335.667,0.604,-6.05048,-0.244202,0.07875,1.56992,1.31834
335.708,0.591,-7.40561,-0.211456,0.092625,1.53424,1.30728
335.75,0.57,-7.96448,-0.244202,0.139875,2.3192,1.30627
335.792,0.595,-8.10757,-0.239532,0.196875,1.53424,1.25298
335.833,0.601,-8.89822,-0.211456,0.246375,1.92672,1.24192
335.875,0.599,-9.30359,-0.211456,0.30675,1.92672,1.24192
335.917,0.601,-10.1737,-0.216156,0.372375,2.3192,1.24192
335.958,0.597,-10.656,-0.211456,0.437625,2.3192,1.24192
336,0.597,-11.5251,-0.216156,0.55425,2.3192,1.24192
336.042,0.597,-12.2601,-0.216156,0.732,1.92672,1.24192
336.083,0.595,-11.7604,-0.216156,0.882,2.3192,1.24192
336.125,0.595,-11.8575,-0.216156,0.967875,1.92672,1.24192
336.167,0.593,-11.8187,-0.216156,1.0965,1.92672,1.24192
336.208,0.592,-11.7409,-0.216156,1.46288,2.3192,1.24292
336.25,0.591,-11.4062,-0.216156,2.22263,2.3192,1.24192
336.292,0.589,-10.9842,-0.216156,3.22125,1.89104,1.2208
336.333,0.589,-10.6767,-0.244202,3.82313,1.9624,1.24192
336.375,0.587,-9.7872,-0.216156,3.43013,1.92672,1.28717
336.417,0.587,-9.07947,-0.216156,2.42887,2.28352,1.30829
336.458,0.582,-8.66916,-0.216156,1.7955,1.9624,1.30829
336.5,0.58,-8.3905,-0.216156,1.63425,1.53424,1.30929
336.542,0.579,-8.3905,-0.216156,1.395,1.92672,1.35153
336.583,0.573,-8.53036,-0.216156,1.09312,2.3192,1.37264
336.625,0.571,-8.92099,-0.216156,1.03988,2.3192,1.38471
336.667,0.574,-9.28128,-0.216156,1.104,2.3192,1.43901
336.708,0.575,-9.52499,-0.216156,1.03688,2.3192,1.43901
336.75,0.572,-9.93845,-0.216156,0.874125,2.3192,1.44002
336.792,0.571,-9.93845,-0.244202,0.699375,2.3192,1.49332
336.833,0.573,-9.95996,-0.216156,0.492,2.3192,1.50438
336.875,0.58,-10.1737,-0.216156,0.289875,2.3192,1.50438
336.917,0.58,-10.4059,-0.244202,0.18675,2.3192,1.49332
336.958,0.58,-10.5314,-0.216156,0.17175,2.3192,1.50438
337,0.579,-10.364,-0.216156,0.1755,1.92672,1.51544
337.042,0.578,-10.1737,-0.216156,0.19575,2.3192,1.54762
337.083,0.576,-10.4478,-0.216156,0.27225,2.3192,1.56974
337.125,0.575,-10.3218,-0.244202,0.40275,1.92672,1.56773
337.167,0.574,-10.3007,-0.244202,0.500625,2.3192,1.57175
337.208,0.573,-10.3218,-0.216156,0.48075,1.92672,1.63511
337.25,0.572,-10.5105,-0.244202,0.38475,2.3192,1.62404
337.292,0.571,-10.6146,-0.244202,0.319125,1.53424,1.61298
337.333,0.572,-10.6767,-0.244202,0.30525,1.92672,1.62404
337.375,0.57,-10.6767,-0.244202,0.286875,2.3192,1.61298
337.417,0.572,-10.7798,-0.244202,0.27075,2.3192,1.63511
337.458,0.571,-10.7386,-0.244202,0.3315,2.3192,1.62404
337.5,0.571,-10.4897,-0.244202,0.45225,1.92672,1.66829
337.542,0.572,-10.5314,-0.244202,0.559875,2.3192,1.66728
337.583,0.57,-10.656,-0.276917,0.668625,1.92672,1.66728
337.625,0.569,-10.6974,-0.244202,0.7695,1.92672,1.66728
337.667,0.569,-10.8823,-0.244202,0.796875,1.92672,1.70047
337.708,0.568,-10.8618,-0.244202,0.8145,2.3192,1.70047
337.75,0.566,-10.9639,-0.248901,0.9015,2.3192,1.70047
337.792,0.568,-11.3266,-0.244202,0.955125,2.3192,1.71254
337.833,0.564,-11.3266,-0.276917,0.8625,1.92672,1.7427
337.875,0.566,-11.7409,-0.244202,0.6795,1.53424,1.72259
337.917,0.572,-12.0887,-0.244202,0.519,2.3192,1.76583
337.958,0.575,-12.298,-0.248901,0.374625,1.49856,1.73164
338,0.574,-12.691,-0.248901,0.209625,1.9624,1.74472
338.042,0.572,-12.9666,-0.248901,0.089625,2.3192,1.75477
338.083,0.533,-13.3097,-0.276917,0.049125,2.3192,1.75477
338.125,0.569,-13.4878,-0.248901,0.038625,2.3192,1.76583
338.167,0.568,-13.7166,-0.248901,0.03,2.3192,1.76583
338.208,0.567,-14.0459,-0.248901,0.03075,2.3192,1.80907
338.25,0.566,-14.3017,-0.276917,0.06,2.3192,1.81008
338.292,0.562,-14.487,-0.248901,0.11475,1.92672,1.8312
338.333,0.548,-14.5873,-0.276917,0.158625,1.92672,1.86438
338.375,0.565,-14.4367,-0.276917,0.17175,1.92672,1.87444
338.417,0.562,-14.3187,-0.276917,0.16425,2.3192,1.90863
338.458,0.52,-13.9426,-0.276917,0.147375,1.53424,1.96193
338.5,0.534,-13.3276,-0.281616,0.12675,2.3192,1.96092
338.542,0.523,-12.8935,-0.276917,0.141,2.3192,1.94081
338.583,0.514,-12.7094,-0.276917,0.23025,2.3192,1.95086
338.625,0.51,-12.7279,-0.276917,0.32175,2.3192,2.01623
338.667,0.507,-13.3811,-0.276917,0.306,2.3192,2.01723
338.708,0.55,-13.4523,-0.276917,0.202875,1.92672,2.00617
338.75,0.552,-13.5055,-0.276917,0.100125,1.92672,2.07053
338.792,0.557,-13.8387,-0.276917,0.03525,1.92672,2.11478
338.833,0.557,-13.3455,-0.276917,0.00675,1.89104,2.12584
338.875,0.559,-13.166,-0.309601,0.0015,1.9624,2.1369
338.917,0.559,-13.3633,-0.276917,0.003375,2.3192,2.15902
338.958,0.558,-13.3276,-0.309601,0.01875,2.3192,2.21232
339,0.557,-13.238,-0.309601,0.058125,2.3192,2.22338
339.042,0.559,-12.9847,-0.309601,0.081,2.3192,2.25757
339.083,0.559,-12.8568,-0.309601,0.052125,2.3192,2.28875
339.125,0.558,-12.7833,-0.304932,0.01275,2.35488,2.28875
339.167,0.559,-12.6724,-0.304932,0.005625,3.06848,2.26662
339.208,0.561,-12.7094,-0.304932,0.0225,2.3192,2.28875
339.25,0.562,-12.6539,-0.309601,0.03375,2.3192,2.33299
339.292,0.563,-12.4487,-0.309601,0.0225,2.3192,2.35411
339.333,0.562,-12.4111,-0.337524,0.005625,1.92672,2.29981
339.375,0.561,-12.4299,-0.304932,0,2.71168,2.34305
339.417,0.561,-12.146,-0.337524,0,2.71168,2.33199
339.458,0.561,-11.877,-0.337524,0,2.35488,2.35512
339.5,0.561,-11.7018,-0.337524,0,2.71168,2.39634
339.542,0.562,-11.7213,-0.337524,0,2.3192,2.39936
339.583,0.567,-11.3864,-0.337524,0,3.49664,2.38629
339.625,0.568,-11.446,-0.337524,0,3.06848,2.3883
339.667,0.565,-11.446,-0.337524,0,2.35488,2.40841
339.708,0.565,-11.5842,-0.332886,0.00075,2.28352,2.40841
339.75,0.566,-11.7018,-0.337524,0.003,2.71168,2.40841
339.792,0.566,-11.6431,-0.337524,0.0045,2.3192,2.41947
339.833,0.566,-11.7213,-0.337524,0.003,2.3192,2.41947
339.875,0.565,-11.3066,-0.332886,0.00075,2.71168,2.40841
339.917,0.564,-11.3465,-0.332886,0,3.10416,2.45266
339.958,0.564,-11.2266,-0.337524,0,2.71168,2.43054
340,0.561,-11.2266,-0.365417,0,2.71168,2.45366
340.042,0.561,-11.5448,-0.337524,0,3.13984,2.47378
340.083,0.561,-11.5251,-0.365417,0,3.85344,2.45065
340.125,0.561,-11.446,-0.365417,0,3.06848,2.45366
340.167,0.56,-11.446,-0.365417,0,3.53232,2.47277
340.208,0.562,-11.1663,-0.365417,0,3.06848,2.46372
340.25,0.561,-10.9435,-0.365417,0,3.53232,2.48584
340.292,0.56,-11.2866,-0.365417,0,3.85344,2.52707
340.333,0.56,-11.4855,-0.365417,0,4.60272,2.51802
340.375,0.564,-11.7018,-0.365417,0,3.10416,2.54015
340.417,0.565,-11.7213,-0.360779,0,3.10416,2.5502
340.458,0.563,-11.6038,-0.365417,0,4.24592,2.5502
340.5,0.562,-11.2466,-0.365417,0,2.71168,2.53914
340.542,0.554,-10.9639,-0.365417,0,3.10416,2.5502
